document_id,topic,probabilities
6799,-1,"[0.00080123 0.0007739  0.00120791 0.00078121 0.0006391  0.00095179
 0.00060449 0.00085165 0.00139167 0.00047242 0.00051554 0.00077498
 0.0011846  0.00043748 0.00132618 0.0005812  0.00155884 0.00058587
 0.00047288 0.00073994 0.0003955  0.00073613 0.00035753 0.00089993
 0.00061341 0.00051932 0.00064429 0.00072652 0.00161796 0.00065016
 0.00091985 0.00151224 0.00118041 0.00064945 0.00041957 0.00081243
 0.0010501  0.00201959 0.000515   0.00051632 0.00047226 0.00074339
 0.00058966 0.00099932 0.00086279 0.00132903 0.00089655 0.00053305
 0.00082337 0.00071976 0.0003129  0.00057624 0.00022995 0.0042077
 0.00055375 0.00054637 0.00073014 0.00100618 0.00050817 0.00068931
 0.0006231  0.00070534 0.00129628 0.00047775 0.00090899 0.00054207
 0.00046668 0.00046849 0.00070781 0.00065796 0.00089569 0.00069606
 0.00051613 0.00016471 0.00103581 0.00099636 0.00064818 0.00094471
 0.00519506 0.00048191 0.00062627 0.00128447 0.00107099 0.00271542
 0.00080663 0.00071861 0.00041725 0.00107493 0.00114071 0.00052578
 0.00102992 0.0031579  0.00066248 0.00087728 0.00075899 0.00028517
 0.00016393 0.00049568 0.0006075  0.00071368 0.00057484 0.00061125
 0.00065064 0.00068527 0.00032074 0.00108884 0.00091828 0.00058914
 0.00074781 0.00110806 0.00119087 0.00064175 0.00046152 0.0005822
 0.00067363 0.00148314 0.00095274 0.00122976 0.00067165 0.0001726
 0.00123555 0.0004131  0.00207993 0.00107231 0.00112021 0.00071478
 0.00080333 0.00068574 0.00068057 0.00084714 0.00101832 0.00065516
 0.00070941 0.00062962 0.00066897 0.00072302 0.0005571 ]"
6800,-1,"[0.00602585 0.00470921 0.00819961 0.01807142 0.00867174 0.00559846
 0.00504011 0.00515655 0.00632967 0.00443298 0.00652711 0.01364538
 0.005593   0.00494038 0.00521342 0.00310147 0.00647391 0.00780245
 0.00565192 0.0070666  0.00441653 0.00422465 0.00249153 0.0074568
 0.00694717 0.00344866 0.01097277 0.00362136 0.0054634  0.00646526
 0.00724281 0.00548373 0.00529817 0.00630658 0.00197911 0.00528486
 0.00604427 0.00627219 0.00741095 0.00682571 0.00536415 0.01244153
 0.00827025 0.01356295 0.01472593 0.00669694 0.01336082 0.00569434
 0.00839165 0.01242881 0.00205567 0.00910995 0.00134688 0.0052599
 0.00334607 0.00430636 0.00476417 0.00713705 0.00692604 0.00513712
 0.00837218 0.0047852  0.00794946 0.00383509 0.00737874 0.0038223
 0.00631942 0.00283924 0.00441359 0.00573671 0.00516944 0.00703103
 0.00533916 0.00114214 0.00443787 0.0065715  0.01097963 0.00626372
 0.00507276 0.00646029 0.0082729  0.00565258 0.01057389 0.00674276
 0.01763277 0.00524712 0.00518616 0.00984726 0.00516836 0.00510114
 0.00822774 0.00520408 0.00613017 0.00732518 0.00537329 0.00231085
 0.00113449 0.00596767 0.00363253 0.01397209 0.00864663 0.0080829
 0.00990918 0.0067845  0.00231488 0.00836758 0.00462293 0.00706024
 0.01531722 0.00696427 0.00561256 0.00764158 0.00280846 0.00544278
 0.01756768 0.00618289 0.00674506 0.0074407  0.00911911 0.00100303
 0.00890299 0.00180815 0.00537178 0.00529659 0.00763027 0.01260617
 0.00879788 0.00859841 0.01355388 0.01130165 0.01317224 0.01109951
 0.00642313 0.00678945 0.01019445 0.00573364 0.00552079]"
6801,2,"[0.00888443 0.00529205 0.15684167 0.00673331 0.00518236 0.00701066
 0.00493551 0.00547547 0.00738587 0.00399396 0.00491459 0.00778166
 0.00546263 0.00402731 0.00729964 0.00406262 0.00712058 0.00536135
 0.00440864 0.00607692 0.00362108 0.00420568 0.00330951 0.0072484
 0.00554145 0.00519409 0.00700718 0.00452933 0.01044225 0.00538799
 0.00704129 0.0090416  0.0071995  0.0051741  0.00332376 0.00565689
 0.00608921 0.01102899 0.00506964 0.00509589 0.00425042 0.00791827
 0.00662778 0.00783882 0.00873901 0.00631885 0.00855444 0.00463012
 0.01629118 0.00648688 0.00307301 0.0062273  0.00204591 0.00685159
 0.00394913 0.00603012 0.00437783 0.00656253 0.00478464 0.0050718
 0.00642783 0.00440161 0.00685102 0.00514911 0.00687348 0.00574542
 0.00528919 0.00337503 0.00495937 0.00542275 0.00644164 0.00637003
 0.00444252 0.00186138 0.00462948 0.02222197 0.0063051  0.00628659
 0.00731944 0.0053385  0.00623764 0.00797564 0.00738924 0.00930744
 0.00715728 0.00566703 0.00426688 0.00713048 0.00727897 0.00513145
 0.00681479 0.00761833 0.00651725 0.00647368 0.00555415 0.00309785
 0.00185216 0.0050682  0.00433674 0.00791226 0.00538465 0.00571869
 0.00537317 0.00629226 0.00306034 0.00623124 0.00657882 0.00509563
 0.00777139 0.00672656 0.00729529 0.00568548 0.00372293 0.00462057
 0.00685798 0.0082065  0.00582083 0.0063198  0.00580599 0.00182199
 0.00714725 0.00290899 0.00912031 0.0065684  0.00684077 0.00802005
 0.01678634 0.00676418 0.0072207  0.00696817 0.00752177 0.00648851
 0.00587088 0.00602639 0.00633597 0.00578969 0.00464387]"
6802,13,"[1.02122000e-307 9.73344970e-308 1.18385214e-307 1.77500804e-307
 1.40189345e-307 9.71313936e-308 1.93477544e-307 1.51589836e-307
 1.15387771e-307 2.29547925e-307 2.37750385e-307 1.21005521e-307
 1.17709452e-307 1.00000000e+000 1.01963922e-307 1.19231425e-307
 1.17428777e-307 3.42202881e-307 7.45653219e-307 1.19824475e-307
 2.87977525e-307 1.01486654e-307 1.61040926e-307 1.23422489e-307
 1.54214503e-307 7.51547112e-308 1.47129497e-307 9.68857149e-308
 1.09581390e-307 2.47788819e-307 1.34132339e-307 9.74871456e-308
 8.79351953e-308 1.18101475e-307 6.35812321e-308 9.92843677e-308
 1.41390648e-307 1.00122958e-307 1.17392604e-307 3.49153946e-307
 4.04917921e-307 1.60658782e-307 1.24240893e-307 1.29177179e-307
 1.39950845e-307 1.21225691e-307 1.38101749e-307 3.80776583e-307
 1.31807549e-307 1.51592072e-307 7.64119833e-308 2.47127297e-307
 5.54318529e-308 1.01137564e-307 1.18549142e-307 8.77740255e-308
 1.01705637e-307 1.52814739e-307 1.36677136e-307 1.93215054e-307
 1.08088694e-307 1.01597408e-307 1.13783034e-307 8.68763048e-308
 1.11210201e-307 8.12647469e-308 1.66634006e-307 9.48305095e-308
 8.99682530e-308 2.08968723e-307 9.05358720e-308 1.14109088e-307
 3.60741067e-307 5.34135986e-308 1.00775584e-307 1.08220953e-307
 1.70298864e-307 1.01411488e-307 9.47863914e-308 1.14776329e-307
 1.06684802e-307 1.20114392e-307 1.62813532e-307 1.09358890e-307
 1.34410439e-307 9.68595428e-308 2.15337919e-307 1.30153590e-307
 9.16943867e-308 9.49238118e-308 1.14035312e-307 9.28714965e-308
 1.02716075e-307 1.26189640e-307 1.68884082e-307 8.68027725e-308
 5.28024638e-308 2.86184664e-307 8.49792602e-308 1.25341900e-307
 1.41156390e-307 1.35997449e-307 1.65332205e-307 1.17381336e-307
 1.57622188e-307 1.28031918e-307 8.85887723e-308 1.25713260e-307
 1.44736649e-307 1.29246714e-307 1.02923211e-307 3.23145629e-307
 7.80163991e-308 1.11736897e-307 1.54382279e-307 9.77402114e-308
 1.21508566e-307 1.33722522e-307 1.42842559e-307 4.31421859e-308
 1.10838667e-307 7.04238988e-308 9.75355697e-308 1.03150644e-307
 1.10857470e-307 1.41421151e-307 1.28257285e-307 1.09531790e-307
 1.50853448e-307 1.36616943e-307 1.38624402e-307 1.40581764e-307
 1.98208889e-307 1.03196993e-307 1.50354527e-307 9.99535485e-308
 2.81862587e-307]"
6803,115,"[4.10583620e-307 2.81915366e-307 3.28809493e-307 2.18699096e-307
 1.70339319e-307 7.74605053e-307 1.52814584e-307 1.88145300e-307
 4.03435805e-307 1.21962730e-307 1.58398219e-307 2.50981247e-307
 2.17026625e-307 1.28462603e-307 3.69869961e-307 1.28356286e-307
 4.53602072e-307 1.62534560e-307 1.43417466e-307 3.24559412e-307
 1.21517832e-307 1.62803664e-307 8.87983412e-308 3.24906399e-307
 1.62324570e-307 2.37542005e-307 2.32936765e-307 1.48762650e-307
 3.05675511e-307 1.70566486e-307 3.15268652e-307 8.86975653e-307
 3.42843089e-307 2.50761218e-307 1.20221150e-307 2.96595273e-307
 2.26156243e-307 6.21902485e-307 1.75032372e-307 1.58976262e-307
 1.41582567e-307 2.25753494e-307 2.22684022e-307 3.74074758e-307
 2.75686155e-307 3.39786349e-307 2.71284950e-307 1.50180550e-307
 2.65329146e-307 2.20037376e-307 7.77543117e-308 1.83968666e-307
 5.90087085e-308 3.30225916e-307 1.27388643e-307 2.45853857e-307
 1.96923524e-307 2.36897628e-307 1.83631822e-307 1.67965630e-307
 2.13514676e-307 2.03675321e-307 4.41650025e-307 2.10853984e-307
 5.42232285e-307 2.55783799e-307 1.63883399e-307 1.04807206e-307
 2.52623577e-307 1.65546811e-307 6.94118393e-307 3.42064668e-307
 1.43307210e-307 4.68632985e-308 1.90677922e-307 4.06331908e-307
 2.05712969e-307 5.70415661e-307 3.80994152e-307 1.56272094e-307
 2.12236508e-307 2.65144219e-307 2.59032621e-307 5.73068878e-307
 2.94899100e-307 2.49686348e-307 1.36261395e-307 3.99773477e-307
 9.28783502e-307 1.76032217e-307 4.28170541e-307 5.74579515e-307
 2.24694422e-307 3.59847694e-307 1.79688861e-307 9.07795929e-308
 4.67032942e-308 1.51397411e-307 2.20535432e-307 2.45099516e-307
 2.10744302e-307 1.93659228e-307 1.77148837e-307 3.08463226e-307
 8.09575134e-308 3.33485486e-307 5.92950124e-307 2.21563292e-307
 2.43848970e-307 2.82779839e-307 4.96551223e-307 1.75163935e-307
 1.43969405e-307 2.18943392e-307 2.31793292e-307 1.00000000e+000
 3.31030378e-307 2.49335444e-307 2.48465360e-307 4.98285313e-308
 4.24397269e-307 8.87647004e-308 3.78545263e-307 2.89220580e-307
 5.77341722e-307 2.21625777e-307 3.10584194e-307 2.29514904e-307
 2.32000879e-307 3.20848351e-307 2.44075472e-307 2.39088350e-307
 1.81664161e-307 2.19454167e-307 2.12278995e-307 2.58398814e-307
 1.50974599e-307]"
6804,56,"[0.00187268 0.00309877 0.00200771 0.00239811 0.00319407 0.00240418
 0.00165536 0.00219918 0.00366074 0.00173418 0.00171872 0.00243192
 0.00372621 0.0015135  0.00243988 0.00170803 0.00308765 0.00188776
 0.00161754 0.00286966 0.00142257 0.005189   0.00137613 0.0028255
 0.00191837 0.0014331  0.00205809 0.00368633 0.00206584 0.00198409
 0.00304218 0.00231314 0.00195102 0.0028065  0.00135789 0.00292229
 0.00283188 0.00218959 0.00178441 0.00171555 0.00164176 0.00216686
 0.00195603 0.00294817 0.00284303 0.00485713 0.00228582 0.00178854
 0.00186764 0.00250538 0.00109528 0.00183186 0.00110195 0.00260706
 0.00153929 0.00150967 0.06231095 0.0029824  0.00196267 0.00200794
 0.00198233 0.01388083 0.0039484  0.00157749 0.00243911 0.00152566
 0.00193907 0.00231982 0.00258203 0.00176136 0.00213048 0.0022799
 0.0017505  0.00068466 0.00343661 0.00189735 0.00200215 0.00273801
 0.00229255 0.00172294 0.00196005 0.00221334 0.0029719  0.00287373
 0.00252901 0.0023104  0.00166876 0.00321584 0.00208926 0.0019184
 0.00262778 0.00229799 0.00221072 0.00334354 0.00184426 0.00135651
 0.00068121 0.00159355 0.0020184  0.00220084 0.00219622 0.00177702
 0.00220337 0.00250603 0.0012411  0.00425437 0.002002   0.00250761
 0.0021073  0.00322808 0.00291133 0.00197814 0.00192876 0.00259296
 0.00227085 0.00238191 0.00410386 0.00390106 0.00241441 0.00060747
 0.00299734 0.0016508  0.00213695 0.00264468 0.00320351 0.0021616
 0.00202333 0.00186892 0.00212415 0.00313516 0.00274603 0.00207586
 0.00189037 0.00225443 0.00194656 0.00237421 0.00183223]"
6805,60,"[1.60099027e-307 1.49723072e-307 2.04049471e-307 3.47024093e-307
 2.17089332e-307 1.61619769e-307 1.05965466e-307 1.12632436e-307
 1.69786495e-307 1.02887720e-307 1.50604284e-307 6.41158687e-307
 1.28207613e-307 1.08800204e-307 1.29437072e-307 8.57637557e-308
 1.43107572e-307 1.37565523e-307 1.24379400e-307 1.74256949e-307
 1.05336484e-307 1.15991362e-307 7.76504344e-308 2.02806283e-307
 1.75284872e-307 1.18661754e-307 2.63313360e-307 1.19098592e-307
 1.33467449e-307 1.23797575e-307 1.52914336e-307 1.48076159e-307
 1.74337365e-307 1.81716684e-307 8.89053830e-308 1.73562710e-307
 1.28731603e-307 1.60485764e-307 3.44151519e-307 1.40189861e-307
 1.16381209e-307 2.33474441e-307 2.59188464e-307 2.31980349e-307
 3.76080631e-307 1.48236034e-307 2.94329420e-307 1.20126377e-307
 2.13501906e-307 2.17629699e-307 9.29653874e-308 1.75117007e-307
 5.81398957e-308 1.29023463e-307 8.45632765e-308 1.29452544e-307
 1.36492498e-307 1.42011303e-307 1.95506195e-307 1.08606251e-307
 1.00000000e+000 1.41298510e-307 1.78447719e-307 1.29232474e-307
 1.88847470e-307 1.27631424e-307 1.63282229e-307 9.14472404e-308
 1.53331786e-307 1.15799717e-307 1.55121666e-307 1.89305962e-307
 1.12393600e-307 5.44427743e-308 1.11430064e-307 1.68086570e-307
 2.29486893e-307 1.72754039e-307 1.34125726e-307 2.55521507e-307
 1.68042140e-306 1.37780059e-307 1.86381039e-307 1.58676917e-307
 3.28114590e-307 2.07775789e-307 1.28732262e-307 1.92306737e-307
 1.49865370e-307 3.54025962e-307 1.84134985e-307 1.43059656e-307
 3.39943091e-307 1.65049103e-307 1.13368574e-307 1.18922500e-307
 5.42199304e-308 1.31714291e-307 1.17838369e-307 9.38995377e-307
 2.20619057e-307 2.28221900e-307 1.94655751e-307 1.72374246e-307
 7.34050813e-308 1.71636671e-307 1.32554010e-307 2.01350322e-307
 3.40155873e-307 1.68162849e-307 1.57709939e-307 1.35089864e-307
 1.15222541e-307 1.65185690e-307 2.83560093e-307 1.72588605e-307
 1.57544834e-307 1.54329251e-307 2.31116233e-307 4.49541451e-308
 2.04338391e-307 7.15790146e-308 1.33874523e-307 1.59675730e-307
 1.87623605e-307 2.81966592e-307 1.95694809e-307 4.70311071e-307
 3.54935453e-307 2.41151568e-307 2.32957600e-307 2.88591681e-307
 1.22031525e-307 5.09489071e-307 2.46187231e-307 2.39262793e-307
 1.17542155e-307]"
6806,60,"[0.00298735 0.00277559 0.00382258 0.0065016  0.00403077 0.00300758
 0.00196674 0.00209297 0.0031668  0.00190629 0.00278974 0.01262511
 0.00238256 0.00201228 0.00241215 0.00158842 0.00266873 0.00255613
 0.00230334 0.0032464  0.0019468  0.00214764 0.0014358  0.00379121
 0.00325331 0.00219246 0.00490574 0.00220614 0.00248612 0.00230175
 0.00285136 0.00275876 0.00324105 0.00336678 0.00163826 0.00322426
 0.00239687 0.00299583 0.00627298 0.00260331 0.00215617 0.00437286
 0.0048004  0.00436628 0.00719096 0.00276121 0.00557331 0.00222829
 0.00400442 0.00404788 0.00170902 0.00326477 0.00107011 0.00239979
 0.00156595 0.00239943 0.00252806 0.0026455  0.00360795 0.00201626
 0.17531854 0.00261649 0.00333309 0.00239057 0.00352699 0.00236214
 0.00303443 0.00168895 0.00283811 0.00215146 0.00288064 0.00352575
 0.00208307 0.00099674 0.00206565 0.00314071 0.00428579 0.00321597
 0.00249469 0.00469628 0.0312992  0.00256668 0.00348781 0.00296225
 0.00620449 0.00384911 0.00238436 0.00360309 0.0027851  0.00639626
 0.0034431  0.00266242 0.00631626 0.00307799 0.00210648 0.00216881
 0.00099261 0.00244501 0.00217678 0.01892621 0.00409007 0.00424593
 0.00360976 0.00321014 0.00135613 0.00320626 0.00246275 0.00372707
 0.00645152 0.00313707 0.00293605 0.00251296 0.00212269 0.00305094
 0.00530102 0.00321962 0.00293518 0.00287622 0.00429343 0.00082705
 0.00382328 0.00132105 0.00249355 0.00297028 0.00350326 0.00529383
 0.00366516 0.00890853 0.00670227 0.00450835 0.00437043 0.00538065
 0.0022706  0.00946046 0.0045987  0.00443668 0.00218081]"
6807,-1,"[0.00898677 0.00545758 0.01182079 0.01072424 0.00661535 0.00778213
 0.00434814 0.00475025 0.00723755 0.00366931 0.00524883 0.01356408
 0.00536096 0.00405991 0.00617935 0.00298617 0.00755977 0.00564747
 0.00459196 0.00861098 0.00380188 0.00405007 0.00226548 0.00853328
 0.00542723 0.00442578 0.01045671 0.00353121 0.00628589 0.0052141
 0.00799876 0.00760609 0.00670568 0.00689758 0.0022214  0.00619142
 0.00566937 0.00868842 0.00694372 0.00542285 0.00439566 0.00947064
 0.00924004 0.01733218 0.01458339 0.00708137 0.01126385 0.0046073
 0.01002243 0.00947592 0.00192316 0.00706415 0.00133144 0.00584528
 0.00317389 0.00562357 0.00479122 0.00643728 0.00660646 0.00454392
 0.0090729  0.00491345 0.00957753 0.00483013 0.01034782 0.00501924
 0.00573433 0.00264671 0.00510242 0.00483108 0.00712609 0.00948923
 0.004352   0.00114508 0.00438908 0.01007297 0.00802293 0.00848159
 0.00594378 0.00615837 0.00875855 0.0059896  0.00844167 0.00867618
 0.01659324 0.00604227 0.00445877 0.01134122 0.00700989 0.00557922
 0.01045503 0.00650555 0.00715116 0.00868265 0.00479922 0.00231669
 0.00113921 0.00501812 0.00414377 0.01465679 0.00818239 0.00673993
 0.00656593 0.00864628 0.00210081 0.00857541 0.00626107 0.00731931
 0.01254424 0.00695359 0.00709433 0.00580673 0.00306153 0.00584465
 0.01298816 0.00897306 0.00736519 0.006771   0.0087273  0.00104706
 0.01113742 0.00181342 0.00657428 0.00599541 0.0099766  0.01017785
 0.01402632 0.00895451 0.01130885 0.01263404 0.0098523  0.01004118
 0.00540943 0.00779611 0.00799057 0.00661653 0.00453169]"
6808,-1,"[0.0010621  0.00115859 0.00144317 0.00292436 0.00454366 0.00110796
 0.00119351 0.00142927 0.00153858 0.0012699  0.00134868 0.00230171
 0.0019348  0.00106543 0.00126389 0.00092661 0.00143424 0.00162197
 0.00118555 0.00136712 0.00093722 0.0016491  0.00069765 0.00168691
 0.00179815 0.00073827 0.00159147 0.00152083 0.00128112 0.00155768
 0.00159165 0.00115566 0.00114622 0.00134516 0.00045054 0.00130161
 0.00178325 0.00128006 0.00127278 0.00132316 0.0011727  0.0022795
 0.00138388 0.00195756 0.00459693 0.00183361 0.00231913 0.00136589
 0.00145338 0.00208962 0.00052634 0.00151396 0.00037221 0.00135098
 0.00090532 0.0008223  0.00165299 0.00212421 0.00123864 0.00133786
 0.00153116 0.00156064 0.0017805  0.0008191  0.00127548 0.0007976
 0.00120823 0.00103107 0.00110546 0.00134613 0.00102814 0.00121267
 0.00130875 0.00027034 0.00145693 0.00119845 0.00184754 0.00123801
 0.00122207 0.00118209 0.00151058 0.00141309 0.00291608 0.00155469
 0.00200527 0.00124113 0.00109962 0.00176678 0.00104981 0.00120919
 0.00142502 0.0011845  0.00143399 0.0015175  0.00128915 0.00053169
 0.00026849 0.00119293 0.00087204 0.00196718 0.0014342  0.00149043
 0.00242444 0.00127402 0.00063691 0.00195495 0.00094677 0.00138229
 0.00179154 0.0019699  0.00130019 0.00162436 0.00082669 0.00119877
 0.00186218 0.0012253  0.00159275 0.00279463 0.00155085 0.00023384
 0.00166808 0.00052421 0.00122378 0.00135205 0.00148649 0.00240166
 0.00142477 0.00148414 0.00185914 0.00191778 0.00352198 0.00160639
 0.0014471  0.00148919 0.00173031 0.00131624 0.00137801]"
6809,-1,"[0.01148576 0.00598086 0.01136979 0.00634812 0.00507633 0.0102731
 0.00407581 0.00480639 0.00877102 0.00347474 0.00437333 0.00784395
 0.00532747 0.0034486  0.00889306 0.00314481 0.00928559 0.00459769
 0.0039277  0.0085174  0.00333068 0.00404459 0.00220704 0.00884998
 0.00468709 0.00537436 0.00701854 0.00360425 0.00771341 0.00474697
 0.00911837 0.01146358 0.0070359  0.00625591 0.00213134 0.00673052
 0.00585671 0.012621   0.00493816 0.0045487  0.00385163 0.00719494
 0.00660758 0.01124392 0.00931262 0.0076371  0.00866485 0.00410007
 0.00937871 0.00617434 0.0017615  0.00561714 0.00128098 0.00677451
 0.00328314 0.00639015 0.00476486 0.00650178 0.00503947 0.00437484
 0.00610398 0.00490872 0.00956889 0.0056068  0.01057472 0.00622339
 0.00494164 0.0025346  0.00552446 0.00448902 0.00908044 0.00896218
 0.00386695 0.0010534  0.00441349 0.0151667  0.00605782 0.00947014
 0.00714162 0.00422959 0.0059753  0.00680268 0.00754117 0.01280012
 0.00884504 0.00600161 0.00397818 0.01051986 0.01011128 0.00483178
 0.00955253 0.00848317 0.00645252 0.00938972 0.00466946 0.00202601
 0.00104891 0.00434678 0.00453149 0.00777367 0.00596664 0.00540341
 0.00480968 0.00866557 0.00201339 0.00820034 0.00825058 0.00589829
 0.00763635 0.00721642 0.00929538 0.0049603  0.00327265 0.0052991
 0.00698747 0.01352595 0.00762268 0.00653359 0.00656795 0.00106635
 0.00930376 0.00180392 0.0085858  0.00685658 0.01077181 0.00720747
 0.01416555 0.00657239 0.00711006 0.00941388 0.00736139 0.00673936
 0.00507538 0.00628914 0.00617873 0.00630518 0.00410468]"
6810,-1,"[0.00145938 0.00122254 0.00192063 0.00261086 0.00172028 0.00131946
 0.00297224 0.00265468 0.00169969 0.00200193 0.00200051 0.00173952
 0.00181381 0.00185371 0.00157245 0.00125187 0.00194293 0.00375038
 0.00209371 0.0015603  0.00144948 0.00119155 0.00101896 0.0017744
 0.00185674 0.00083362 0.00176068 0.00103117 0.00190434 0.0049116
 0.00209861 0.00143935 0.0011765  0.00135642 0.00050768 0.0012986
 0.00271237 0.00160977 0.00120231 0.00261431 0.00214909 0.00255035
 0.00142131 0.00210387 0.00230742 0.00195098 0.00243112 0.0027089
 0.0021351  0.00189938 0.00058248 0.00278547 0.00039184 0.00161445
 0.00138772 0.00107409 0.00117824 0.00302247 0.00132972 0.00289282
 0.00133108 0.00115677 0.0017615  0.00091119 0.00155909 0.00091609
 0.00144906 0.00085297 0.00111717 0.00394646 0.0012058  0.00144315
 0.00248782 0.00031285 0.00138344 0.00168231 0.00229945 0.0013779
 0.00146432 0.00104429 0.00133213 0.00212307 0.0035738  0.00180945
 0.00195731 0.00122133 0.00146843 0.00214803 0.00129931 0.00099561
 0.00172909 0.00139908 0.0011934  0.00180688 0.00322057 0.00053796
 0.00031032 0.00234962 0.00099012 0.00168596 0.00151636 0.0017603
 0.00204176 0.00149041 0.0008991  0.0020587  0.0011808  0.00135591
 0.00207511 0.00213624 0.00143532 0.00543726 0.00073465 0.00120433
 0.00190467 0.00146412 0.00176763 0.00231549 0.00164414 0.00030069
 0.00167626 0.00056216 0.00158088 0.00147259 0.00159449 0.00205162
 0.00186102 0.00149626 0.00196116 0.00183723 0.00231629 0.00169347
 0.00534158 0.00117745 0.00206281 0.00126518 0.00284362]"
6811,117,"[1.65398743e-307 2.04823901e-307 2.36295361e-307 3.19890013e-307
 2.92455739e-307 1.87092798e-307 2.04365898e-307 3.40997935e-307
 3.21428368e-307 1.85368002e-307 1.83088067e-307 2.29477086e-307
 7.69572239e-307 1.53011653e-307 2.30662529e-307 1.80427778e-307
 3.30124347e-307 2.23441292e-307 1.67642643e-307 2.09177528e-307
 1.31579924e-307 3.01690508e-307 1.25346034e-307 2.83056734e-307
 2.26492847e-307 1.08500753e-307 1.97632999e-307 2.67812700e-307
 2.72866237e-307 2.61769963e-307 2.88971151e-307 2.19398540e-307
 1.78648426e-307 1.99128680e-307 9.23210478e-308 2.18461390e-307
 5.44291535e-307 2.30163901e-307 1.49786721e-307 1.81948258e-307
 1.69294934e-307 2.66044492e-307 1.69342309e-307 2.81487487e-307
 3.54778743e-307 4.81501680e-307 2.86643233e-307 2.06646443e-307
 2.15021032e-307 2.46313323e-307 9.18019129e-308 1.97185802e-307
 6.93078015e-308 3.26509010e-307 1.73802741e-307 1.21970952e-307
 2.72142945e-307 6.03752744e-307 1.56833940e-307 2.74153623e-307
 1.72755353e-307 2.51259630e-307 3.29819032e-307 1.14237692e-307
 2.04812217e-307 1.16094757e-307 1.53815074e-307 1.67230780e-307
 1.83089107e-307 2.34150152e-307 1.68921325e-307 1.78623504e-307
 1.99186733e-307 4.88766882e-308 4.08607067e-307 1.92021730e-307
 2.23249509e-307 2.05022432e-307 2.61873099e-307 1.37953614e-307
 1.71380181e-307 3.28652441e-307 7.47300069e-307 3.36203849e-307
 2.39490626e-307 1.90377798e-307 1.39469038e-307 3.09845560e-307
 1.82946824e-307 1.47411106e-307 2.29964851e-307 2.38064099e-307
 1.82969807e-307 2.60261561e-307 2.59295371e-307 8.95586715e-308
 4.85475534e-308 1.67551387e-307 1.52021710e-307 2.09295442e-307
 1.79979724e-307 1.87109160e-307 2.51613828e-307 1.84606016e-307
 1.09540427e-307 3.94742452e-307 1.64078370e-307 1.83023992e-307
 2.28331632e-307 5.01014069e-307 2.50456987e-307 2.52508770e-307
 1.27575396e-307 1.76679361e-307 2.13600143e-307 2.18576916e-307
 3.08358821e-307 1.00000000e+000 2.12957140e-307 4.54823857e-308
 2.66262405e-307 1.16779124e-307 2.34182896e-307 2.68555511e-307
 2.51586034e-307 2.35985408e-307 2.01906353e-307 1.79987788e-307
 2.19484313e-307 2.65460760e-307 4.25753362e-307 1.98510225e-307
 2.48170204e-307 1.76178541e-307 2.12910232e-307 1.94712535e-307
 2.21720593e-307]"
6812,21,"[0.00372408 0.0047305  0.00464775 0.00557818 0.00838861 0.00420261
 0.0043683  0.00612745 0.00566246 0.00447403 0.00368605 0.00478651
 0.01471102 0.00348022 0.00547007 0.00461864 0.00619305 0.00457775
 0.00356207 0.00467727 0.00305456 0.12930959 0.00353067 0.00498528
 0.00440661 0.00283089 0.0040222  0.01864427 0.0050325  0.00500388
 0.00578149 0.00462166 0.00422093 0.00442362 0.0028901  0.00470193
 0.00779136 0.00479766 0.00346775 0.00374374 0.0036664  0.00472492
 0.00376843 0.00553397 0.00594153 0.00895086 0.00485972 0.00418987
 0.00400532 0.00527242 0.00268384 0.00388369 0.00272559 0.00661279
 0.00415478 0.00299137 0.01012248 0.00746359 0.00360081 0.00537236
 0.00387554 0.00803576 0.00704162 0.00298752 0.00433792 0.00298994
 0.00370137 0.00889687 0.00423762 0.00458006 0.00393239 0.00398878
 0.00423576 0.00150627 0.01585306 0.00406519 0.00418852 0.00464339
 0.00537834 0.0035145  0.0038609  0.00524849 0.00686483 0.00624609
 0.00477749 0.00408475 0.00337754 0.00568718 0.00412275 0.0035529
 0.00499241 0.00494631 0.0040716  0.00552276 0.00480933 0.00257339
 0.00149674 0.003515   0.00354107 0.00435406 0.00397698 0.00373256
 0.00520389 0.00429027 0.00315677 0.00751422 0.00381275 0.00417833
 0.00424102 0.0064362  0.00504701 0.00479038 0.00339212 0.00410285
 0.00450422 0.00462268 0.00626379 0.01100563 0.00433101 0.00135689
 0.00578876 0.00494947 0.00514519 0.00505622 0.00543036 0.00464932
 0.00420373 0.00381595 0.00420551 0.00540251 0.00646848 0.00402861
 0.00487302 0.00407672 0.00405044 0.00414695 0.00450092]"
