trial,fold,random_seed,n_neighbors,n_components,min_cluster_size,min_samples,ngram_range,n_topics,cv_val,npmi_val,topic_diversity,intra_topic_similarity,inter_topic_similarity,fit_seconds
31,3,42,50,10,10,1,"(1, 2)",588,0.4447851512339252,-0.026129656271439167,0.8591836734693877,0.5215414049344052,0.3255208432674408,93.27820130001055
32,1,42,50,10,10,3,"(1, 2)",27,0.5414767150830208,-0.08260211915995751,0.9185185185185185,0.36971521615982056,0.4821016192436218,62.34299189999001
32,2,42,50,10,10,3,"(1, 2)",244,0.48409200504674044,-0.004401952187498035,0.8766393442622951,0.5373007789417937,0.34605666995048523,59.18431349997991
32,3,42,50,10,10,3,"(1, 2)",464,0.4631097909523267,-0.014086271597042455,0.8571120689655173,0.5223870454471052,0.32720285654067993,90.61569599999348
33,1,42,50,10,15,1,"(1, 2)",27,0.5375441449136715,-0.07144315080160714,0.937037037037037,0.35733913050757515,0.506401538848877,62.49700950001716
33,2,42,50,10,15,1,"(1, 2)",210,0.48431044876068674,-0.011624584333895566,0.8561904761904762,0.5181828009489492,0.3731344938278198,58.842729700001655
33,3,42,50,10,15,1,"(1, 2)",380,0.4480197271316215,-0.026630124722549962,0.8426315789473684,0.5058996577741234,0.3501390516757965,90.27358300000196
34,1,42,50,10,15,3,"(1, 2)",6,0.7821973898420632,0.06739056456155954,0.9333333333333333,0.3475765213370323,0.6346660852432251,62.22897009999724
34,2,42,50,10,15,3,"(1, 2)",167,0.4920667592706052,0.0026562658993048048,0.8616766467065868,0.524522541534333,0.38301393389701843,58.22500450001098
34,3,42,50,10,15,3,"(1, 2)",310,0.4670279003707285,-0.007534554697319358,0.8487096774193549,0.5076988664912242,0.3526301085948944,88.05082399997627
35,1,42,50,10,20,1,"(1, 2)",5,0.8397977005943243,0.1013950427948825,0.92,0.31361907422542573,0.6736229658126831,62.13412679999601
35,2,42,50,10,20,1,"(1, 2)",151,0.47279319765882577,-0.02683139121414104,0.8516556291390729,0.5016299516177006,0.4075194001197815,57.79346740001347
35,3,42,50,10,20,1,"(1, 2)",270,0.46116480091513157,-0.01004491539769718,0.8425925925925926,0.49546780486901604,0.37756356596946716,88.24444039998343
36,1,42,50,10,20,3,"(1, 2)",5,0.8397977005943243,0.1013950427948825,0.92,0.3126902490854263,0.6753695607185364,62.53937899999437
36,2,42,50,10,20,3,"(1, 2)",130,0.47326926868694835,-0.021259755834730533,0.8638461538461538,0.5067381856278477,0.40289708971977234,58.1963337000052
36,3,42,50,10,20,3,"(1, 2)",245,0.46193015196391635,-0.009400246494520044,0.8436734693877551,0.49405206029337867,0.3699708878993988,87.39296820000163
