document_id,topic,probabilities
2536,-1,"[0.00478439 0.01556922 0.01766619 0.00551174 0.01174804 0.00659717
 0.01207337 0.00650024 0.0096027  0.00809776 0.01038044 0.00491743
 0.01264841 0.00963642 0.01434611 0.01457655 0.00656372 0.00878829
 0.01126555 0.01036567 0.02034636 0.01810784 0.01366638 0.01370506
 0.00909809 0.02539225 0.03066802 0.01630944 0.01428324 0.01086364
 0.00640146 0.00978479 0.00218717 0.00824857 0.01761002 0.00400841
 0.01011416 0.01864213 0.00373486 0.0057106  0.00798195 0.01615591
 0.01180847 0.00981411 0.00569718 0.00906706 0.01685954 0.00800735
 0.00792443 0.00760251 0.00986939 0.00679936 0.01002223 0.00334208
 0.00979502 0.00185963 0.01090777 0.00658919 0.01038454 0.01316961
 0.01370138 0.01390556 0.01605258 0.02153197 0.00886757 0.01094839
 0.00963701]"
2537,-1,"[0.00183848 0.00624121 0.00731091 0.00213682 0.00424472 0.00242169
 0.00420053 0.00255762 0.0033966  0.00297317 0.00377015 0.0017978
 0.00470301 0.00343278 0.005154   0.00633618 0.00244152 0.00332085
 0.00431614 0.00359049 0.00820469 0.00730745 0.00455825 0.00502114
 0.00355437 0.01032779 0.01209248 0.00673087 0.00471762 0.00373926
 0.00239024 0.00354423 0.00080067 0.00317386 0.00588588 0.00147934
 0.00355812 0.00842051 0.0013864  0.00209954 0.00298371 0.00560018
 0.00424855 0.00344769 0.00206131 0.00313929 0.00639473 0.00301601
 0.00288039 0.00303465 0.00351845 0.00247376 0.00341114 0.00124615
 0.00360288 0.00067936 0.00380548 0.00253372 0.00400942 0.00445248
 0.0052811  0.00467243 0.00562948 0.00825295 0.00313145 0.00398205
 0.00338767]"
2538,25,"[0.00385635 0.01124306 0.01648853 0.00391848 0.00803455 0.0049802
 0.00792359 0.00462554 0.0065161  0.0082479  0.00708074 0.00396277
 0.00764847 0.00598803 0.0137735  0.01202076 0.00536622 0.00755834
 0.01141239 0.0062754  0.01179972 0.01190652 0.00753411 0.0094706
 0.00857822 0.06305083 0.01769548 0.0139974  0.00857655 0.00632611
 0.00558007 0.00859617 0.00208247 0.00786749 0.00961826 0.00364252
 0.00744736 0.01397049 0.00361661 0.00453573 0.00640294 0.01036789
 0.00960868 0.00598439 0.00435519 0.00577489 0.01202002 0.00787529
 0.00536345 0.00563297 0.00601416 0.00514896 0.00656795 0.00328151
 0.01000926 0.00173058 0.00652216 0.00455884 0.00955271 0.00830133
 0.01328108 0.00864246 0.01063384 0.01418651 0.006575   0.00861782
 0.00681   ]"
2539,13,"[6.24516707e-308 6.54886310e-308 6.83186522e-308 6.10438518e-308
 7.12073942e-308 4.90347675e-308 8.39644043e-308 6.70135986e-308
 5.88964172e-308 4.80801253e-308 7.73924618e-308 8.32207015e-308
 1.82996557e-307 1.00000000e+000 6.52285959e-308 7.42155836e-308
 4.04230540e-308 4.78472556e-308 5.33125156e-308 1.90943544e-307
 1.18891192e-307 9.66564364e-308 1.17152544e-307 8.82024920e-308
 4.83374797e-308 7.27398000e-308 8.73899774e-308 7.39657737e-308
 8.69257702e-308 9.87243361e-308 4.71925778e-308 4.97949686e-308
 2.71379101e-308 4.54671063e-308 1.12948980e-307 4.49219777e-308
 7.28839640e-308 7.65982051e-308 3.26907908e-308 7.51434806e-308
 4.63510259e-308 8.50856926e-308 5.71000094e-308 2.35816225e-307
 6.98040208e-308 1.29510206e-307 6.41380562e-308 4.45836614e-308
 5.34246964e-308 6.88945996e-308 1.63325030e-307 9.34736669e-308
 6.47216674e-308 3.07842370e-308 4.98321726e-308 2.37181683e-308
 1.90138226e-307 6.99458004e-308 5.12357285e-308 8.05059463e-308
 5.81374588e-308 7.59892975e-308 8.11957059e-308 9.60001199e-308
 6.87572965e-308 5.26221986e-308 5.92529118e-308]"
2540,-1,"[0.00437569 0.00571517 0.005746   0.00473696 0.0066563  0.00436927
 0.00791138 0.00500854 0.00555201 0.00403237 0.00751447 0.00786703
 0.01102387 0.01999205 0.00554794 0.0059455  0.00350602 0.00410841
 0.00428497 0.07721263 0.00883775 0.00775723 0.01612154 0.00670505
 0.0040936  0.00606031 0.00730156 0.0058379  0.00818598 0.01049992
 0.0039233  0.00440716 0.00196612 0.00386423 0.0145142  0.0032813
 0.00585417 0.00619056 0.00242003 0.00606346 0.00401743 0.00735864
 0.00507239 0.0478241  0.00597119 0.02692011 0.00567448 0.0037844
 0.00480987 0.00572034 0.02289477 0.00965834 0.00653421 0.00227423
 0.00426722 0.00167356 0.04608042 0.00557077 0.00435284 0.00780555
 0.00501615 0.00769406 0.00686558 0.00807053 0.0054884  0.00469633
 0.00574506]"
2541,-1,"[0.00265545 0.00453511 0.00458139 0.00272701 0.00403605 0.00229042
 0.00388549 0.00345841 0.00307623 0.00240461 0.00360419 0.00203727
 0.00762336 0.00423056 0.00423838 0.00421941 0.00214829 0.00275206
 0.00308631 0.00447653 0.00865931 0.00830433 0.005625   0.00385622
 0.00272022 0.0044358  0.00583184 0.004528   0.0041396  0.00505634
 0.00222884 0.00278984 0.00082835 0.00249384 0.00714749 0.00137499
 0.00288061 0.00437048 0.00130219 0.00232288 0.00260392 0.00417552
 0.00342068 0.00455152 0.00221942 0.00368099 0.00439005 0.00238398
 0.00262863 0.00301478 0.00402815 0.00273456 0.00302878 0.00119786
 0.00274877 0.0006802  0.00485382 0.00313647 0.00304788 0.00413176
 0.00372476 0.00442702 0.00405739 0.00776162 0.00258398 0.00311578
 0.0030155 ]"
2542,-1,"[0.00575321 0.0146685  0.01807168 0.00594663 0.01074519 0.00500159
 0.01047772 0.00773453 0.00766237 0.00630562 0.01060983 0.00457072
 0.01839896 0.00966423 0.01070825 0.015154   0.00540102 0.00728259
 0.00754845 0.00959713 0.04161125 0.09649296 0.01043355 0.0126036
 0.0078781  0.0144683  0.01996622 0.01747836 0.01028445 0.00889615
 0.00505285 0.00698272 0.00225475 0.00702672 0.01487166 0.00395716
 0.00865598 0.01326213 0.00314197 0.00526738 0.00665234 0.01238601
 0.00859167 0.00948496 0.00482093 0.00833011 0.01144288 0.00644448
 0.00669467 0.00850042 0.00832251 0.00586567 0.00759187 0.00296912
 0.007179   0.00182626 0.00999246 0.00681994 0.0084722  0.01024137
 0.01056075 0.01060194 0.01227762 0.037286   0.00769791 0.00774955
 0.00755715]"
2543,11,"[4.47901421e-308 5.21298079e-308 5.48695767e-308 4.40723900e-308
 5.40641719e-308 4.80432350e-308 6.31604923e-308 4.54841001e-308
 5.01639074e-308 4.02033078e-308 7.22835969e-308 1.00000000e+000
 6.79077603e-308 8.33423051e-308 4.93364315e-308 5.64298421e-308
 3.64437453e-308 4.08003240e-308 4.72696399e-308 1.09692381e-307
 6.26600124e-308 6.02021174e-308 1.09031020e-307 5.29441609e-308
 4.20355555e-308 5.45097255e-308 5.72788648e-308 5.21041575e-308
 6.19479945e-308 9.58262030e-308 4.38763429e-308 4.48858414e-308
 2.70602034e-308 4.03994465e-308 9.29882326e-308 3.77450213e-308
 4.94361163e-308 6.34529540e-308 3.00155369e-308 6.35770524e-308
 3.97747554e-308 5.88295913e-308 4.75293546e-308 1.12994748e-307
 6.43960668e-308 1.22530589e-307 5.51095276e-308 3.93203195e-308
 4.44598503e-308 6.53186750e-308 1.08312103e-307 8.58622368e-308
 5.85298115e-308 2.88097879e-308 4.33129560e-308 2.26484769e-308
 1.24180594e-307 4.94616271e-308 4.32720422e-308 6.08879680e-308
 5.00933611e-308 6.30296113e-308 5.34669993e-308 5.93966319e-308
 4.74230626e-308 4.73083202e-308 5.12966373e-308]"
2544,-1,"[0.00368808 0.01330791 0.01153503 0.00467737 0.00954023 0.00548234
 0.00943344 0.00557358 0.00844839 0.00739721 0.00711758 0.00287342
 0.00716854 0.00555549 0.01267069 0.01491442 0.00625197 0.00961093
 0.00816507 0.0058102  0.01066222 0.01223081 0.00664533 0.01162327
 0.01010083 0.01570547 0.02718283 0.01445402 0.0095104  0.00539674
 0.00601342 0.00898931 0.00170098 0.00872421 0.00873705 0.00383186
 0.00831085 0.00941411 0.00338655 0.00427402 0.00832462 0.01236638
 0.012398   0.00531545 0.00414203 0.0052263  0.01285102 0.00798494
 0.00721836 0.0055729  0.00577266 0.00458728 0.00765638 0.00302113
 0.00904781 0.0014366  0.00564745 0.00569637 0.01184491 0.01045042
 0.01275726 0.00973642 0.01604682 0.01618895 0.00722941 0.00999391
 0.00829226]"
2545,3,"[0.01515961 0.00851345 0.00731789 0.20405207 0.00958828 0.00689335
 0.00881353 0.03153004 0.01011107 0.00539118 0.00774847 0.00558398
 0.0090424  0.00773568 0.00748155 0.00769476 0.00636484 0.00716513
 0.00582702 0.00818486 0.00878362 0.00934673 0.00817925 0.00771209
 0.00648872 0.00668695 0.00839658 0.00744372 0.00825124 0.00754967
 0.00638528 0.00641631 0.00409776 0.0060699  0.00885705 0.00779159
 0.00663979 0.00648248 0.00473835 0.00757427 0.00766759 0.00787853
 0.00796202 0.00770837 0.00760474 0.00742712 0.00806849 0.0056643
 0.01023466 0.00693233 0.00790642 0.00728393 0.00825865 0.0046854
 0.00592062 0.00338349 0.00762474 0.02631521 0.00709072 0.00948514
 0.0070738  0.00929206 0.00838732 0.00990097 0.00628093 0.00735957
 0.00851633]"
2546,22,"[0.00416898 0.00616735 0.00603454 0.0045343  0.00672887 0.00512562
 0.00913291 0.00479643 0.00622624 0.00410389 0.00849633 0.00789884
 0.00830008 0.00963226 0.00585174 0.00643128 0.00372805 0.00439993
 0.00469217 0.02072739 0.00787088 0.00771408 0.06491119 0.00636893
 0.0043652  0.00631998 0.00772734 0.0059072  0.00905524 0.0118657
 0.0044477  0.00491921 0.00203482 0.0041136  0.02439105 0.00352344
 0.00556804 0.00666862 0.00265478 0.00698656 0.00430908 0.00781237
 0.00568029 0.0138719  0.00738253 0.01613535 0.00663226 0.00398542
 0.00504304 0.00602742 0.02498409 0.01116062 0.00792077 0.00249649
 0.00456862 0.00171966 0.0193233  0.00558421 0.00467936 0.00948261
 0.00560891 0.00994766 0.00710711 0.007974   0.0051205  0.00537841
 0.00632433]"
2547,-1,"[0.00323095 0.00287675 0.00242266 0.01143938 0.00325185 0.00216636
 0.00329568 0.00907859 0.00333895 0.00163958 0.00275188 0.00145236
 0.00308191 0.00257682 0.00240252 0.00268456 0.00186134 0.00219983
 0.00181462 0.00282129 0.00305154 0.00337591 0.00284741 0.0026762
 0.00202944 0.00219477 0.00296102 0.00250691 0.00291495 0.00242237
 0.00189944 0.00200264 0.00088077 0.00187262 0.00323694 0.00194585
 0.00220762 0.00214213 0.00115255 0.00229539 0.00231828 0.00279148
 0.00258354 0.00255875 0.00226931 0.00247842 0.00272001 0.0017242
 0.00325879 0.0023493  0.00275419 0.00224218 0.00287441 0.00110662
 0.00182842 0.00072529 0.00255195 0.01565245 0.00222127 0.00355698
 0.00229085 0.00338268 0.00298535 0.00362685 0.00205571 0.00233827
 0.00278852]"
2548,21,"[0.00648702 0.01606733 0.01935512 0.00649687 0.01160537 0.00548557
 0.01130702 0.00844516 0.00827773 0.00675651 0.01140159 0.00527418
 0.01920718 0.01019945 0.01152914 0.01678038 0.00581592 0.00787065
 0.00819847 0.01019276 0.0426516  0.10598769 0.01115909 0.01355216
 0.00852027 0.01559918 0.02188336 0.0188734  0.0110898  0.00944207
 0.00561987 0.0075354  0.00263076 0.0075788  0.01604693 0.00466583
 0.00926278 0.01437805 0.00360637 0.00600738 0.0071865  0.01339991
 0.00931652 0.01002281 0.00550912 0.00884713 0.01249001 0.00693188
 0.00722073 0.00920041 0.00890856 0.00662922 0.00817931 0.00342573
 0.0077233  0.00213541 0.01058282 0.00748105 0.00917407 0.01107447
 0.01145945 0.01147044 0.01331327 0.04132621 0.00822454 0.00839383
 0.00815018]"
2549,37,"[0.00489174 0.01411498 0.01804107 0.00483358 0.00807503 0.0054928
 0.00864896 0.00570194 0.0068734  0.0066525  0.00911142 0.00583074
 0.00926201 0.00734575 0.00933712 0.01756322 0.00545857 0.00736683
 0.0100175  0.00752533 0.01330209 0.01348074 0.00920584 0.00970201
 0.00895201 0.02113802 0.01547845 0.01414179 0.00838993 0.00792613
 0.00599922 0.00759541 0.00260892 0.00784897 0.01074133 0.00463474
 0.00734923 0.36381038 0.00402213 0.005839   0.00643997 0.01016155
 0.00832138 0.00745891 0.00556544 0.00688324 0.01216147 0.00712998
 0.00602167 0.00825142 0.00752553 0.00652306 0.00704372 0.00378603
 0.00800092 0.00224033 0.00825068 0.0055825  0.00914117 0.00855316
 0.01183995 0.00897673 0.00980916 0.01260894 0.00666264 0.0083218
 0.00684986]"
2550,-1,"[0.00380284 0.003829   0.00341621 0.00450215 0.00362375 0.00195213
 0.00319196 0.00813946 0.00295734 0.00192922 0.00286872 0.00150096
 0.00503995 0.0030372  0.00310378 0.00341059 0.0019714  0.00250364
 0.00222008 0.00299115 0.00521137 0.00562444 0.00304476 0.00330126
 0.00239957 0.00294907 0.00403435 0.00353492 0.00306458 0.00279329
 0.00187641 0.00221547 0.00087791 0.00217373 0.00374861 0.0015936
 0.00246578 0.00278975 0.00119475 0.00199849 0.00248051 0.00321379
 0.00285946 0.00290993 0.00187328 0.00255444 0.00321063 0.00200357
 0.00271895 0.00256475 0.00272214 0.00207607 0.00251689 0.00113923
 0.00214747 0.00071954 0.00288434 0.00465508 0.00264305 0.00331908
 0.00283744 0.00330661 0.00341833 0.00623587 0.00225464 0.00255325
 0.00263872]"
2551,-1,"[0.00186805 0.0057657  0.00781273 0.00213121 0.00392845 0.00297702
 0.00326748 0.00248338 0.00355913 0.00392495 0.00309788 0.001617
 0.00305681 0.00243082 0.00638425 0.00441114 0.00350664 0.00484549
 0.01196196 0.00264689 0.0040976  0.00440114 0.00343817 0.00335081
 0.00503523 0.00745481 0.00571737 0.00507511 0.00350786 0.00316029
 0.00309354 0.00597843 0.00091093 0.0047635  0.00402027 0.00143029
 0.00282683 0.00512492 0.00198774 0.00188704 0.00406328 0.00377432
 0.00578832 0.00255313 0.00190387 0.00250346 0.01172131 0.00472865
 0.00300109 0.0026307  0.00263726 0.00216819 0.00322363 0.00175359
 0.00612083 0.00071867 0.00277591 0.00240968 0.00611505 0.00366578
 0.00924953 0.00404771 0.00383512 0.00461401 0.00255544 0.00652904
 0.00368986]"
2552,14,"[0.00666593 0.01536424 0.01497236 0.00677962 0.01391158 0.00899141
 0.01100351 0.00802966 0.01156221 0.02013554 0.00912467 0.00522126
 0.00988171 0.00780604 0.18127153 0.01267569 0.01296194 0.01964719
 0.01606991 0.00854906 0.01279706 0.01388239 0.01036369 0.01081975
 0.01612038 0.01753883 0.01635231 0.01379639 0.01219987 0.00908601
 0.01031009 0.02365888 0.00346299 0.01584744 0.01298503 0.00555233
 0.00950447 0.01120738 0.0069608  0.00652377 0.01659414 0.01222817
 0.03180844 0.00804468 0.00644948 0.00807498 0.01792966 0.01828076
 0.009146   0.00732116 0.00832389 0.00717576 0.01031111 0.006232
 0.02613612 0.00277087 0.00855639 0.00765512 0.02106165 0.01291035
 0.02083183 0.01406269 0.01330421 0.01705684 0.00852083 0.02023258
 0.01285009]"
2553,50,"[0.00485943 0.00662876 0.00661938 0.00571095 0.00733294 0.00550417
 0.01105507 0.00589672 0.006769   0.00485647 0.00968569 0.00871444
 0.01099368 0.01755637 0.00654347 0.00743773 0.00426229 0.00498006
 0.00511431 0.02934608 0.00939599 0.00875168 0.01796284 0.0084331
 0.00499695 0.00702779 0.00865687 0.00705287 0.01027041 0.01050776
 0.00478204 0.00539744 0.00232777 0.00472778 0.01594934 0.00414976
 0.00746777 0.00746361 0.00289703 0.00973186 0.0048865  0.00942629
 0.00618451 0.01976617 0.0092209  0.01898818 0.00686056 0.00459759
 0.0058193  0.00750745 0.24778189 0.01425444 0.00845599 0.00272146
 0.00516911 0.00201004 0.0207752  0.00706979 0.00527226 0.01050859
 0.0061133  0.00983841 0.00858491 0.00887384 0.00698882 0.00574665
 0.00677339]"
2554,-1,"[0.00373735 0.00622628 0.00611629 0.0041428  0.00675856 0.0044418
 0.00756753 0.00451663 0.00586729 0.00398999 0.00720558 0.00594713
 0.0089096  0.00929357 0.00590487 0.00581008 0.00364412 0.00430834
 0.00455672 0.0168869  0.00825744 0.00772881 0.06333991 0.00588569
 0.00420941 0.00634438 0.00759752 0.00574877 0.00808971 0.01714118
 0.00382067 0.00477125 0.00163175 0.00396136 0.01944994 0.00263709
 0.00505081 0.00647031 0.00221424 0.00475108 0.00421078 0.00702498
 0.00552227 0.01454527 0.00499133 0.01339977 0.00652495 0.00386888
 0.00481848 0.00513841 0.01418998 0.00693198 0.0068095  0.00205971
 0.00446782 0.00137595 0.01984196 0.00490034 0.00458176 0.00822525
 0.00547245 0.00896217 0.00650726 0.00815978 0.00464239 0.00525985
 0.00602398]"
2555,-1,"[0.00328316 0.00293989 0.00247414 0.01172755 0.00332791 0.0022173
 0.00337539 0.00928901 0.00342174 0.0016759  0.00281214 0.00148225
 0.00314527 0.00263109 0.00245651 0.00274466 0.00190255 0.00224902
 0.00185451 0.00288162 0.00311781 0.00344913 0.00290892 0.00273943
 0.00207412 0.00224367 0.00303044 0.00256278 0.00298576 0.00247153
 0.0019431  0.00204781 0.00089891 0.00191378 0.00330896 0.00199351
 0.00225954 0.00218841 0.00117816 0.00234804 0.00237068 0.0028582
 0.00264359 0.00261134 0.00232282 0.00253088 0.00278209 0.00176221
 0.00334008 0.0023985  0.00281457 0.00229309 0.0029447  0.00113078
 0.00186904 0.0007404  0.00260497 0.01649246 0.00227093 0.0036471
 0.00234144 0.00346451 0.00305926 0.00370965 0.00210381 0.00239141
 0.00285521]"
2556,55,"[2.63102299e-308 2.59596687e-308 2.48344149e-308 2.68974128e-308
 2.46332042e-308 2.46879702e-308 2.47977082e-308 2.68644852e-308
 2.55529268e-308 2.36160895e-308 2.40537048e-308 2.26693700e-308
 2.48237616e-308 2.36869242e-308 2.53572853e-308 2.44021444e-308
 2.67936768e-308 2.62492051e-308 2.49143114e-308 2.38669519e-308
 2.46952139e-308 2.51533732e-308 2.50858077e-308 2.40485014e-308
 2.51165729e-308 2.43538526e-308 2.50462311e-308 2.46624005e-308
 2.47408496e-308 2.59418496e-308 2.40498232e-308 2.53595889e-308
 2.37100034e-308 2.48983324e-308 2.48801089e-308 2.30905545e-308
 2.34988170e-308 2.41870663e-308 2.39663948e-308 2.39334154e-308
 2.68250314e-308 2.45659224e-308 2.60332906e-308 2.38763593e-308
 2.47660571e-308 2.32010493e-308 2.57439801e-308 2.46623346e-308
 2.55466897e-308 2.37127481e-308 2.41732779e-308 2.31631853e-308
 2.47737902e-308 2.38817440e-308 2.48288837e-308 1.00000000e+000
 2.39111704e-308 2.59693630e-308 2.57451673e-308 2.52190275e-308
 2.54064682e-308 2.55853298e-308 2.46738738e-308 2.50624322e-308
 2.29189848e-308 2.60991919e-308 2.49608626e-308]"
2557,18,"[0.00140353 0.00329633 0.0060597  0.00132271 0.00230278 0.00174824
 0.00211905 0.00154754 0.00202534 0.00283624 0.00204312 0.00138626
 0.00205821 0.00163149 0.00417691 0.0030048  0.00205349 0.00284567
 0.01002854 0.00172068 0.00278608 0.0030272  0.00214589 0.00236431
 0.00313916 0.00606472 0.00377871 0.00387221 0.00226647 0.00198118
 0.00193286 0.00338801 0.00085618 0.00305377 0.00252698 0.0012729
 0.00200719 0.00368002 0.00151205 0.00148393 0.00231163 0.00257611
 0.00320517 0.00167788 0.00145057 0.00162557 0.0049679  0.00313719
 0.00173288 0.00179091 0.00171553 0.0016092  0.00195031 0.00137805
 0.00407075 0.0006713  0.00181179 0.00149224 0.00351375 0.00226205
 0.00533073 0.00242826 0.00254492 0.00304137 0.00181121 0.00328757
 0.00210085]"
2558,-1,"[0.00202008 0.00564096 0.00377208 0.00297543 0.00795693 0.00483593
 0.00469548 0.00319878 0.01865773 0.00278275 0.00356297 0.00159075
 0.00310997 0.0026698  0.00442285 0.00422725 0.0034627  0.00461447
 0.00317785 0.00324217 0.00388034 0.00428362 0.00399124 0.00355535
 0.00384903 0.00398838 0.00564108 0.00365632 0.00488348 0.00304662
 0.00435622 0.00446231 0.00088608 0.00345435 0.00490411 0.00228775
 0.00297522 0.00346376 0.00179657 0.00226053 0.00492033 0.00432169
 0.00733038 0.00280781 0.00257176 0.00298473 0.00738885 0.00314495
 0.00842566 0.00257003 0.00320106 0.00276975 0.00647158 0.00160289
 0.00350681 0.00074792 0.00305771 0.00383068 0.00470922 0.00681322
 0.00457625 0.00755332 0.00528508 0.00526864 0.00269991 0.00621488
 0.01117364]"
2559,59,"[6.04309860e-308 1.35457818e-307 1.10852629e-307 8.43021614e-308
 1.50282585e-307 1.11055725e-307 5.00074713e-307 8.87575434e-308
 1.73614077e-307 7.69495877e-308 1.65698788e-307 5.97806556e-308
 1.06517077e-307 9.78162899e-308 1.19059328e-307 1.48374678e-307
 7.60938682e-308 9.73413688e-308 8.12955882e-308 1.25732701e-307
 1.28502285e-307 1.58851658e-307 1.50119470e-307 1.57149055e-307
 9.37638107e-308 1.18921280e-307 1.95645212e-307 1.23421092e-307
 2.56285397e-307 9.39319519e-308 9.44234145e-308 1.03929625e-307
 3.00087396e-308 8.62264308e-308 2.10519803e-307 8.15886067e-308
 1.33017683e-307 1.03995287e-307 4.65317976e-308 1.21971625e-307
 9.74520586e-308 2.38715504e-307 1.44152450e-307 9.94565997e-308
 1.28795570e-307 1.10376560e-307 1.53175182e-307 7.94838016e-308
 1.24240309e-307 9.90009208e-308 1.31613738e-307 1.28036761e-307
 2.82838244e-307 4.30621345e-308 8.96649403e-308 2.51212817e-308
 1.09123732e-307 1.23682934e-307 1.03274608e-307 1.00000000e+000
 1.19969834e-307 5.38631255e-307 2.73328709e-307 1.78285012e-307
 1.16139197e-307 1.20514477e-307 1.57791922e-307]"
2560,39,"[4.88747544e-308 6.14671375e-308 6.05512044e-308 6.07195914e-308
 6.23664123e-308 6.38345801e-308 1.74598893e-307 5.94757832e-308
 6.81411234e-308 4.69697148e-308 1.08660350e-307 6.33119199e-308
 6.69863169e-308 7.42110482e-308 5.93458658e-308 7.56671162e-308
 4.41795873e-308 5.07889028e-308 4.91736138e-308 9.16798024e-308
 6.66715314e-308 7.48449200e-308 9.12482237e-308 7.96021084e-308
 5.14920061e-308 6.00073892e-308 7.30940330e-308 6.59087278e-308
 9.35737989e-308 6.31078143e-308 5.54032093e-308 5.45425674e-308
 2.84719051e-308 4.93658583e-308 9.67734960e-308 6.13230589e-308
 7.83245195e-308 6.18204650e-308 3.47362130e-308 1.00000000e+000
 5.06560049e-308 9.51028896e-308 6.20140961e-308 7.39211550e-308
 1.83296278e-307 8.32356271e-308 6.49754049e-308 4.65881166e-308
 5.84676229e-308 8.89840851e-308 1.20604277e-307 1.24485117e-307
 9.79709040e-308 3.34574864e-308 5.05627671e-308 2.38739962e-308
 7.74841741e-308 8.09868017e-308 5.28492944e-308 1.22901420e-307
 6.03659101e-308 1.07355815e-307 8.51009228e-308 7.23979839e-308
 7.40229864e-308 5.76094069e-308 6.47508699e-308]"
2561,-1,"[0.00109643 0.00252125 0.00252705 0.00147383 0.00236882 0.00144753
 0.00572729 0.00169718 0.00198317 0.0013202  0.00395118 0.00104543
 0.00250491 0.00206772 0.00212644 0.00376105 0.00118292 0.00154894
 0.00154383 0.00251666 0.00314423 0.00471932 0.00294965 0.00311874
 0.00162548 0.00236754 0.00364245 0.00280989 0.00337156 0.0018009
 0.0013297  0.00160622 0.00043878 0.00147709 0.00549452 0.00096361
 0.0022477  0.00233051 0.00067253 0.00187106 0.00147219 0.00431651
 0.00206489 0.00208199 0.00161079 0.00215305 0.00257705 0.00134527
 0.00162092 0.00247968 0.00259613 0.00202311 0.0024784  0.00062433
 0.00151445 0.00035537 0.00229221 0.0019801  0.0017226  0.0044204
 0.00220761 0.00411053 0.00355291 0.00410491 0.00193666 0.00180192
 0.00194272]"
2562,0,"[0.14247186 0.00983157 0.00924455 0.01671851 0.01028595 0.0067668
 0.00866192 0.02333108 0.00921782 0.00650987 0.00826781 0.00666227
 0.01223162 0.00921086 0.00936889 0.00849258 0.00717127 0.00815291
 0.00721941 0.00935301 0.01136838 0.01132967 0.0096359  0.00816903
 0.00748008 0.00807369 0.00947696 0.00891906 0.0084787  0.0101334
 0.00664432 0.00738194 0.00495889 0.00705501 0.01032369 0.0063893
 0.00690637 0.00778491 0.00532275 0.00734529 0.00837952 0.00824404
 0.00878279 0.00952236 0.0070759  0.0085361  0.00922628 0.00671912
 0.00875645 0.00762997 0.00856384 0.00749304 0.00780297 0.00531941
 0.00710979 0.00374591 0.00932466 0.01281495 0.00814329 0.00916409
 0.00847324 0.00946168 0.00846576 0.01210988 0.00648722 0.00824456
 0.00847219]"
2563,-1,"[0.00176845 0.00396796 0.00406288 0.0023149  0.00391706 0.00276332
 0.01396348 0.00250329 0.00374352 0.00247162 0.0069476  0.00208988
 0.00397066 0.00377869 0.00363411 0.00522522 0.00215417 0.00269437
 0.00269867 0.00463624 0.00465062 0.0057566  0.0053635  0.00720698
 0.00279264 0.00427274 0.00641443 0.00470969 0.00894134 0.00325783
 0.00239019 0.00299308 0.00091251 0.00260718 0.00773209 0.00207395
 0.00607073 0.00392717 0.001302   0.00417907 0.00259683 0.01511366
 0.0036331  0.00372906 0.00371722 0.00403502 0.00433122 0.00244378
 0.0030214  0.00403    0.00508928 0.00416778 0.0056722  0.00120116
 0.00279106 0.00075149 0.00411539 0.00311253 0.00294463 0.00971634
 0.0037343  0.0079108  0.00844394 0.00575923 0.00509682 0.00322725
 0.00364033]"
2564,8,"[0.00438393 0.00810464 0.00572679 0.00602928 0.0118087  0.00972696
 0.00734188 0.0060782  0.54510447 0.00447595 0.00576928 0.0035756
 0.00504277 0.00447866 0.00657001 0.00640281 0.0059572  0.00729882
 0.00510393 0.0053789  0.00597579 0.00646657 0.00629345 0.00567712
 0.00603472 0.00593183 0.00797636 0.00563768 0.00749946 0.00499679
 0.00852523 0.00683828 0.00222818 0.00552115 0.00725394 0.00630389
 0.00491587 0.00526459 0.00412329 0.00477512 0.00813867 0.00663431
 0.00991548 0.00468073 0.0055915  0.0050041  0.00943148 0.0050501
 0.02987714 0.00435104 0.00526659 0.00558924 0.01072628 0.00376809
 0.00546329 0.00190291 0.00502346 0.00764949 0.00718376 0.01003603
 0.0066819  0.0105386  0.00794434 0.00758287 0.00453648 0.00899587
 0.0198382 ]"
2565,11,"[0.00357056 0.00416558 0.00437882 0.00351736 0.00431965 0.00383547
 0.00505212 0.00363051 0.00400919 0.00320344 0.00577763 0.69212693
 0.00542744 0.00666908 0.00393667 0.00451053 0.00290521 0.0032551
 0.00376859 0.00881383 0.00500715 0.00480906 0.00877286 0.0042272
 0.00335376 0.00435322 0.00457983 0.00415886 0.00495047 0.00767236
 0.0035026  0.00358057 0.00214954 0.00322163 0.00746271 0.00301138
 0.00394214 0.0050729  0.00239101 0.00508119 0.00317311 0.00469993
 0.00379451 0.0090646  0.00515058 0.00983332 0.00440192 0.00313437
 0.00355121 0.00521253 0.00871415 0.00688449 0.00468014 0.00229462
 0.00345344 0.00180146 0.00998972 0.00395134 0.00345324 0.00487114
 0.00399832 0.00504295 0.00427231 0.00474733 0.00377992 0.00377676
 0.00409847]"
